,channelId,channelTitle,video_id,title,thumbnail_url,tags,view_count,like_count,comment_count,duration
10007,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,0RxGnwU0lvo,Best FIGHT Workout Music 👊 Gym Motivation Songs 2024 👊 Fitness Music & Gym Motivation Music Mix 2024,https://i.ytimg.com/vi/0RxGnwU0lvo/mqdefault_live.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",40863,6154,0,P0D
10110,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,fMziHnDzeAk,Top Motivational Songs 2024 🏆 Trap Workout Music Mix 🏆 Fitness & Gym Motivation Music,https://i.ytimg.com/vi/fMziHnDzeAk/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",1057,284,1,PT2H23M27S
10112,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,tNi-9qqgUvQ,Trap Workout Music Mix 2024 💪 Gym Motivation Songs 2024 🔥 Fitness & Gym Motivation Music,https://i.ytimg.com/vi/tNi-9qqgUvQ/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",1935,291,1,PT2H28M18S
10113,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,1jL9uw791Og,Best Gym Workout Music 2024 🔥 Top Gym Workout Songs 🏆 Workout Motivation Music Mix 2024,https://i.ytimg.com/vi/1jL9uw791Og/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",434,307,1,PT2H33M53S
10115,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,nJWVnchDFBc,"Best FIGHT Workout Music 2024 👊 Trap Workout Music Mix 🔥 Fitness, Gym, Workout Motivation Music",https://i.ytimg.com/vi/nJWVnchDFBc/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",1143,300,1,PT2H33M18S
10117,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,V_8yY7DVSuM,Top Gym Workout Songs 💪 Trap Workout Music Mix 🔥 Workout Motivation Music Mix 2024,https://i.ytimg.com/vi/V_8yY7DVSuM/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",1463,371,1,PT2H38M15S
10523,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,vm8kex-dR_w,Top Motivational Songs 🏆 Trap Workout Music Mix 🏆 Fitness & Gym Motivation Music,https://i.ytimg.com/vi/vm8kex-dR_w/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",843,337,1,PT2H37M1S
10524,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,6vxuNHHBaPE,"Gym Motivation Songs 2024 🔋 Top Gym Workout Songs 💀 Fitness, Gym, Workout Motivation Music",https://i.ytimg.com/vi/6vxuNHHBaPE/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",1580,352,1,PT2H27M11S
10525,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,Fd90ZsHKhfs,Best Gym Motivation Music 2024 🔥 Trap Workout Music Mix 🏆 Fitness & Gym Motivation Music,https://i.ytimg.com/vi/Fd90ZsHKhfs/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",2013,245,1,PT2H45M19S
10526,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,pdh-C77J0aY,Gym Motivation Songs 2024 🔥 Trap Workout Music Mix 🏆 Fitness & Gym Motivation Music,https://i.ytimg.com/vi/pdh-C77J0aY/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",2258,267,1,PT2H24M59S
10527,UCtVIClVYNH8EAg1h15lNgIQ,Wave Music,JYagnSX1C9w,Trap Workout Music Mix 2024 💪 Top Motivational Songs 2024 🏆 Fitness & Gym Motivation Music,https://i.ytimg.com/vi/JYagnSX1C9w/mqdefault.jpg,"['wave music', 'workout music mix', 'trap workout music mix 2024', 'Best Hip Hop', 'trap workout music', 'trap music', 'workout', 'workout music', 'gym music', 'motivation music', 'fitness music', 'trap music 2024', 'workout music 2024', 'gym music 2024', 'workout playlist', 'workout 2024', 'workout mix', 'trap workout music mix', 'trap', 'new trap music', 'new trap mix 2024', 'new trap 2024', 'trap 2024', 'trap mix 2024', 'trap music mix', 'best trap mix 2024', 'aggressive trap 2024', 'best trap 2024', 'gym motivation 2024']",1636,336,1,PT2H21M8S
12998,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),a98zkXRKeCs,"[1 Hour] The Sound of Inner Peace 5 | Relaxing Music for Meditation, Zen, Yoga & Stress Relief",https://i.ytimg.com/vi/a98zkXRKeCs/mqdefault.jpg,"['inner peace', 'meditation music', 'yoga music', 'zen music', 'relaxing music', 'ambient music', 'background music', 'bgm', 'peaceful music', 'deep sleep', 'stress relief', 'buddha', 'incense smoke', 'buddhism', 'Theta Waves', 'Binaural Beats']",10956349,130602,2696,PT1H1S
12999,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),aR-7IdBmtVo,"[1 Hour] Relaxing Music for Meditation, Yoga, Zen & Stress Relief",https://i.ytimg.com/vi/aR-7IdBmtVo/mqdefault.jpg,"['relaxing music', 'meditation music', 'yoga music', 'zen music', 'ambient music', 'background music', 'bgm', 'stress relief', 'peaceful music', 'calmness', 'relaxation']",528803,5773,140,PT1H1S
13000,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),1b4CqEPbPDk,"Inner Peace Meditation 19 | 528 Hz | Beautiful Relaxing Music for Meditation, Yoga & Zen",https://i.ytimg.com/vi/1b4CqEPbPDk/mqdefault.jpg,"['Inner Peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'healing music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'buddha', 'incense', 'insomnia relief']",412233,4340,92,PT1H1S
13001,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),c46h2Chm3YQ,"[1 Hour] The Sound of Inner Peace 4 | Relaxing Music for Meditation, Zen, Yoga & Stress Relief",https://i.ytimg.com/vi/c46h2Chm3YQ/mqdefault.jpg,"['inner peace', 'meditation music', 'yoga music', 'zen music', 'relaxing music', 'peaceful music', 'ambient music', 'background music', 'bgm', 'stress relief']",231656,2896,72,PT1H1S
13002,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),TfV5KlwsOHA,Deep Mantra Meditation | Relaxing Meditative Music for Inner Peace | Hypnosis Healing,https://i.ytimg.com/vi/TfV5KlwsOHA/mqdefault.jpg,"['singing bowl', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'stress relief', 'sleep music', 'deep sleep', 'incense', 'insomnia relief', 'healing music', 'hypnotic induction', 'bansuri flute', 'flute music', 'hypnosis therapy', 'mantra chants', 'healing meditation']",61353,1109,25,PT1H1S
13003,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),aLoiip9hbFI,Peaceful Mind Meditation 7 | Pure Relaxing Ambient Music for Meditation and Yoga,https://i.ytimg.com/vi/aLoiip9hbFI/mqdefault.jpg,"['ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'buddha', 'incense', 'insomnia relief']",57465,825,19,PT1H1S
13004,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),k6CUW1kRJgM,"Peaceful Mind Meditation 21 | Relaxing Music for Zen, Meditation, Yoga and Stress Relief",https://i.ytimg.com/vi/k6CUW1kRJgM/mqdefault.jpg,"['Inner Peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'healing music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'buddha', 'incense']",55409,592,21,PT1H1S
13005,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),Qq3BFz2NgYo,Krishna's Flute | Beautiful Indian Bansuri Flute Music for Meditation and Yoga,https://i.ytimg.com/vi/Qq3BFz2NgYo/mqdefault.jpg,"['Inner Peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'healing music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'incense', 'insomnia relief', 'krishna', ""krishna's flute"", 'flute music', 'indian music', 'bansuri flute']",47940,796,23,PT1H1S
13006,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),18t3uMntZEc,"Inner Peace Meditation 5 | 528 Hz Healing Meditation | Relaxing Music for Meditation, Yoga & Healing",https://i.ytimg.com/vi/18t3uMntZEc/mqdefault.jpg,"['Inner Peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'healing music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'buddha', 'incense', 'insomnia relief', 'candlelights']",45674,744,35,PT1H1S
13007,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),8oypifwp8kg,"Happiness Meditation | Relaxing Ambient Music for Meditation, Yoga and Stress Relief",https://i.ytimg.com/vi/8oypifwp8kg/mqdefault.jpg,"['Inner Peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'healing music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'incense', 'insomnia relief', 'laughing buddha', 'tibetan singing bowl']",42782,696,19,PT1H1S
13108,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),FTqrQsSIKR0,"The Sound of Inner Peace 14 | 528 Hz | Relaxing Music for Meditation, Zen, Yoga & Stress Relief",https://i.ytimg.com/vi/FTqrQsSIKR0/mqdefault.jpg,"['inner peace', '528 hz', 'relaxing music', 'peaceful music', 'ambient music', 'background music', 'bgm', 'meditation music', 'yoga music', 'zen music', 'reiki music', 'deep sleep', 'stress relief', 'buddha', 'incense']",15818494,124257,3365,PT3H1S
13109,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),#NAME?,"The Sound of Inner Peace 5 | Relaxing Music for Meditation, Zen, Yoga & Stress Relief",https://i.ytimg.com/vi/-pBLZzZdQ0s/mqdefault.jpg,"['relaxing music', 'meditation music', 'yoga music', 'zen music', 'chakra', 'mindfulness', 'inner peace', 'ambient music', 'background music', 'bgm', 'music for sleeping', 'music for studying', 'stress relief', 'Theta Waves', 'Binaural Beats']",11720001,123197,3108,PT3H1S
13110,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),6158kly-gPk,"Theta Waves 5 | Deep Meditation, Deep Sleep, Powerful Healing, Improved Memory",https://i.ytimg.com/vi/6158kly-gPk/mqdefault.jpg,"['Theta Waves', 'ambient music', 'Binaural Beats', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'buddha', 'insomnia relief', 'healing music']",4693664,63637,1401,PT3H1S
13111,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),lcy_MF_jGdE,"Arabian Oud Music,  Arabic Music, Middle Eastern Music - Just Beautiful!",https://i.ytimg.com/vi/lcy_MF_jGdE/mqdefault.jpg,"['arabian oud', 'instrumental', 'relaxing music', 'meditation', 'middle east', 'sleep music', 'study music', 'stress relief', 'arabic music', 'arabic', 'arab', 'middle eastern music']",4609722,69107,1972,PT3H1S
13112,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),yMSmVzX6cy0,"The Sound of Inner Peace 20 | Relaxing Music for Meditation, Yoga & Stress Relief",https://i.ytimg.com/vi/yMSmVzX6cy0/mqdefault.jpg,"['flute music', 'bamboo flute', 'Inner Peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'buddha', 'incense', 'insomnia relief']",4255324,45252,951,PT3H1S
13113,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),igS5kbMBJ1c,"The Sound of Inner Peace 22 | Singing Bowls, Tibetan Meditation | Healing Sounds",https://i.ytimg.com/vi/igS5kbMBJ1c/mqdefault.jpg,"['inner peace', 'tibetan meditation', 'singing bowl', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'incense', 'insomnia relief', 'healing music', 'tibetan music', 'tibetan buddhism', 'himalaya meditation']",2912498,28996,529,PT3H1S
13114,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),TBQ_HkNZDCM,"The Sound of Inner Peace 4 | Relaxing Music for Meditation, Zen, Yoga & Stress Relief",https://i.ytimg.com/vi/TBQ_HkNZDCM/mqdefault.jpg,"['relaxing music', 'meditation music', 'yoga music', 'zen music', 'chakra', 'mindfulness', 'inner peace', 'ambient music', 'background music', 'bgm', 'music for sleeping', 'music for studying', 'stress relief']",2551997,28853,523,PT3H1S
13115,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),e0X5-_rnA0g,Beautiful Indian Music for Meditation and Yoga | Relaxing Bansuri Flute Music,https://i.ytimg.com/vi/e0X5-_rnA0g/mqdefault.jpg,"['ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'healing music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'insomnia relief', 'diwali', 'indian music', 'bansuri flute', 'dilrub']",1802488,27331,526,PT3H1S
13116,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),b6eJpmcY540,"[12 Hours] The Sound of Inner Peace | Tibetan Singing Bowl, Healing Meditation, Mindful Meditation",https://i.ytimg.com/vi/b6eJpmcY540/mqdefault.jpg,"['tibetan singing bowls', 'healing meditation', 'mindful meditation', 'ambient music', 'meditation music', 'yoga music', 'zen music', 'background music', 'bgm', 'inner peace', 'stress relief', 'music for deep sleep', 'music for studying']",1736673,24680,485,PT12H1S
13117,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),qc5HS8tsGU4,"[12 Hours] Tibetan Meditation, Singing Bowls, Deep Sleep | The Sound of Inner Peace 11",https://i.ytimg.com/vi/qc5HS8tsGU4/mqdefault.jpg,"['inner peace', 'relaxing music', 'meditation music', 'ambient music', 'background music', 'yoga music', 'sleep music', 'deep sleep', 'stress relief', 'tibetan mediattion', 'singing bowls', 'zen music', 'study music']",1547558,18597,306,PT12H1S
13518,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),Ow4DON6AU-I,"The Sound of Inner Peace | Tibetan Singing Bowl, Healing Meditation, Mindful Meditation",https://i.ytimg.com/vi/Ow4DON6AU-I/mqdefault.jpg,"['tibetan bowls', 'singing bowls', 'meditation music', 'relaxing music', 'zen music', 'yoga music', 'stress relief', 'deep sleep', 'healing music']",1352039,15644,263,PT3H1S
13520,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),d9tfiESIhAE,"[417 Hz] The Sound of Inner Peace 2 | Healing Meditation, Mindful Meditation",https://i.ytimg.com/vi/d9tfiESIhAE/mqdefault.jpg,"['healing music', 'meditation music', 'mindfulness', '417 hz', 'ambient music', 'background music', 'bgm', 'relaxing music', 'yoga music', 'zen music', 'inner peace', 'tibetan bowls', 'buddhist bell']",15471,290,26,PT3H1S
13521,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),FLU3qsuQxHU,"[12 Hours] The Sound of Inner Peace 3 | Tibetan Singing Bowl, Healing Meditation, Mindful Meditation",https://i.ytimg.com/vi/FLU3qsuQxHU/mqdefault.jpg,"['inner peace', 'ambient music', 'tibetan bowls', 'singing bowls', 'tingsha', 'peaceful music', 'meditation music', 'yoga music', 'zen music', 'sleep music', 'study music', 'stress relief', 'background music', 'bgm']",1117230,12588,217,PT12H1S
13523,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),dadAUDOPDsI,"[12 Hours] The Sound of Inner Peace 4 | Relaxing Music for Meditation, Zen, Yoga & Stress Relief",https://i.ytimg.com/vi/dadAUDOPDsI/mqdefault.jpg,"['inner peace', 'meditation music', 'yoga music', 'zen music', 'relaxing music', 'ambient music', 'background music', 'bgm', 'stress relief', 'sleeping music', 'reading music', 'studying music', 'buddha']",1152283,12395,288,PT12H1S
13526,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),WPyEEJDRpls,"[12 Hours] The Sound of Inner Peace 5 | Relaxing Music for Meditation, Zen, Yoga & Stress Relief",https://i.ytimg.com/vi/WPyEEJDRpls/mqdefault.jpg,"['inner peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'yoga music', 'zen music', 'relaxing music', 'peaceful music', 'music for sleeping', 'music for studying', 'stress relief', 'buddha', 'Theta Waves', 'Binaural Beats']",3989114,38293,715,PT12H1S
14428,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),knD9-8fzQ4g,Buddha's Flute: Peaceful Garden,https://i.ytimg.com/vi/knD9-8fzQ4g/mqdefault.jpg,"['buddha', ""buddha's flute"", 'flute music', 'relaxing music', 'peaceful garden', ""buddha's garden"", 'meditation music', 'buddhism music', 'stress relief', 'inner peace', 'yoga music', 'healing music', 'zen music', 'sleep music', 'study music', 'lotus garden']",540989,8568,406,PT3H1S
14429,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),Xatz2D-Oj30,[12 Hours] Buddha's Flute: Middle Way,https://i.ytimg.com/vi/Xatz2D-Oj30/mqdefault.jpg,"[""buddha's flute"", 'flute music', 'meditation music', 'yoga music', 'zen music', 'ambient music', 'background music', 'bgm', 'relaxing music', 'music for sleeping', 'music for studying', 'stress relief', 'buddhism']",466843,6995,218,PT12H1S
14430,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),UYmu4j20oRI,Buddha's Flute: Zen & Beyond,https://i.ytimg.com/vi/UYmu4j20oRI/mqdefault.jpg,"['meditation music', 'zen music', 'yoga music', 'relaxing music', 'flute', 'guzheng', 'japanese music', 'buddhism', 'reincarnation', 'ambient music', 'background music', ""buddha's flute""]",314080,6615,243,PT3H1S
14431,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),bPqOP-pDrwU,Buddha's Flute: Awakening | Relaxing Music for Meditation & Zen,https://i.ytimg.com/vi/bPqOP-pDrwU/mqdefault.jpg,"['meditation music', 'sleep music', 'relaxing music', 'ambient music', 'flute music', 'background music', 'nature sounds', 'zen music', 'yoga music', 'stress relief', 'insomnia relief', 'buddism', 'enlightenment', 'awakening']",241922,4028,171,PT3H1S
14432,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),DAjxBa6s2-o,Buddha's Flute: Zen and Tao,https://i.ytimg.com/vi/DAjxBa6s2-o/mqdefault.jpg,"['ambient music', 'relaxing music', 'flute music', 'meditation music', 'zen music', 'yoga music', 'sleep music', 'stress relief', ""buddha's flute"", 'buddhism', 'taoism', 'zen buddhism', 'lotus flowers', 'chinese bamboo flute', 'guzheng', 'daoism']",179492,3709,144,PT3H1S
14433,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),OGvotEIv_2Y,[12 Hours] Buddha's Flute: Zen Mind,https://i.ytimg.com/vi/OGvotEIv_2Y/mqdefault.jpg,"['meditation music', 'zen music', 'yoga music', 'sleep music', 'relaxing music', 'ambient music', 'background music', 'study music', 'stress relief', 'reiki music', 'flute music', 'buddha', 'buddhism', 'zen mind', ""buddha's flute"", 'paradisetonight']",123304,1847,73,PT12H1S
14434,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),WoxcWMf9770,[12 Hours] Buddha's Flute: Stepping Into Freedom,https://i.ytimg.com/vi/WoxcWMf9770/mqdefault.jpg,"[""buddha's flute"", 'flute music', 'meditation music', 'zen music', 'yoga music', 'ambient music', 'relaxing music', 'background music', 'bgm', 'stress relief', 'music for sleeping', 'music for studying', 'buddhism']",117926,2065,80,PT12H1S
14435,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),h-bGHqF-vcQ,[12 Hours] Buddha's Flute: Mercy and Compassion,https://i.ytimg.com/vi/h-bGHqF-vcQ/mqdefault.jpg,"['ambient music', 'meditation music', 'zen music', 'yoga music', 'relaxing music', 'BGM', 'background music', 'reiki music', 'flute music', ""buddha's flute"", 'buddhism']",71320,1151,57,PT12H1S
14436,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),AXimS4zMWu8,[12 Hours] Buddha's Flute: Oriental Zen,https://i.ytimg.com/vi/AXimS4zMWu8/mqdefault.jpg,"['meditation music', 'flute music', 'zen music', 'yoga music', 'relaxing music', 'ambient music', 'background music', ""buddha's flute"", 'buddhism', 'stress relief']",64037,1201,69,PT12H1S
14437,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),1bwelp7mczI,[12 Hours] Buddha's Flute: Here and Now,https://i.ytimg.com/vi/1bwelp7mczI/mqdefault.jpg,"[""buddha's flute"", 'flute music', 'ambient music', 'relaxing music', 'peaceful music', 'meditation music', 'mindfulness meditation', 'yoga music', 'zen music', 'reiki music', 'stress relief', 'healing music', 'mind and body', 'deep sleep']",50825,900,58,PT12H1S
16038,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),bjflHIg5qkA,"[12 Hours] The Sound of Inner Peace 22 | Singing Bowls, Tibetan Meditation | Healing Sounds",https://i.ytimg.com/vi/bjflHIg5qkA/mqdefault.jpg,"['inner peace', 'tibetan meditation', 'singing bowl', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'incense', 'insomnia relief', 'healing music', 'tibetan music', 'tibetan buddhism', 'himalaya meditation']",8069,267,13,PT12H1S
16039,UCpZ9IV4RrV0zBUiCJsPOObA,ParadiseTonight (Meditation Music & more),CHQIhXW7Ryw,"[12 Hours] Relaxing Music for Inner Peace | Meditation, Yoga, Healing, Sleeping and Stress Relief",https://i.ytimg.com/vi/CHQIhXW7Ryw/mqdefault.jpg,"['Inner Peace', 'ambient music', 'background music', 'bgm', 'meditation music', 'relaxing music', 'peaceful music', 'yoga music', 'zen music', 'healing music', 'stress relief', 'study music', 'sleep music', 'deep sleep', 'buddha', 'incense', 'insomnia relief', 'singing bowls', 'tibetan bowls']",6818,186,9,PT12H
